Hospital_Name,Hospital_Ownership,Hospital_Type,State,City,ZIP_Code,Hospital_overall_rating,County_Name,Location,Emergency_Services,Patient_experience_national_comparison
"CLOUD COUNTY HEALTH CENTER","Voluntary non-profit - Private","Critical Access Hospitals",KS,CONCORDIA,66901,"Not Available",CLOUD,"1100 HIGHLAND DRIVE
CONCORDIA, KS
(39.565974, -97.672517)",TRUE,"Not Available"
"WARM SPRINGS MEDICAL CENTER","Voluntary non-profit - Other","Critical Access Hospitals",GA,"WARM SPRINGS",31830,"Not Available",MERIWETHER,"5995 SPRING STREET
WARM SPRINGS, GA
(32.890652, -84.682911)",TRUE,"Not Available"
"ST ELIZABETH HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",LA,GONZALES,70737,3,ASCENSION,"1125 WEST HIGHWAY 30
GONZALES, LA
(30.210811, -90.932171)",TRUE,"Same as the national average"
"HILLSBORO COMMUNITY HOSPITAL",Proprietary,"Critical Access Hospitals",KS,HILLSBORO,67063,"Not Available",MARION,"101 INDUSTRIAL ROAD
HILLSBORO, KS
(38.348025, -97.187636)",TRUE,"Not Available"
"CLAY COUNTY HOSPITAL","Government - Local","Critical Access Hospitals",IL,FLORA,62839,3,CLAY,"911 STACY BURK DRIVE
FLORA, IL
(38.68013, -88.470329)",TRUE,"Same as the national average"
"ST JOHNS HOSPITAL","Voluntary non-profit - Church","Acute Care Hospitals",IL,SPRINGFIELD,62769,3,SANGAMON,"800 E CARPENTER ST
SPRINGFIELD, IL
(39.807289, -89.644833)",TRUE,"Above the national average"
"UNION HOSPITAL OF CECIL COUNTY","Voluntary non-profit - Private","Acute Care Hospitals",MD,ELKTON,21921,"Not Available",CECIL,"106 BOW STREET
ELKTON, MD
(39.60801, -75.831028)",TRUE,"Not Available"
"MONTGOMERY COUNTY MEMORIAL HOSPITAL","Government - Local","Critical Access Hospitals",IA,"RED OAK",51566,4,MONTGOMERY,"2301 EASTERN AVENUE
RED OAK, IA
(41.02654, -95.213919)",TRUE,"Above the national average"
"MERCY MEDICAL CENTER INC","Voluntary non-profit - Church","Acute Care Hospitals",MD,BALTIMORE,21202,"Not Available","BALTIMORE CITY","301 SAINT PAUL PLACE
BALTIMORE, MD
(39.29255, -76.61355)",TRUE,"Not Available"
"RAWLINS COUNTY HEALTH CENTER","Voluntary non-profit - Other","Critical Access Hospitals",KS,ATWOOD,67730,"Not Available",RAWLINS,"707 GRANT ST
ATWOOD, KS
(39.813264, -101.0385)",TRUE,"Not Available"
"OLATHE MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",KS,OLATHE,66061,3,JOHNSON,"20333 WEST 151ST STREET
OLATHE, KS
(38.854524, -94.823673)",TRUE,"Above the national average"
"OCHSNER MEDICAL CENTER KENNER","Voluntary non-profit - Private","Acute Care Hospitals",LA,KENNER,70065,3,JEFFERSON,"180 WEST ESPLANADE AVENUE
KENNER, LA
(30.02322, -90.27294)",TRUE,"Same as the national average"
"PERRY COUNTY MEMORIAL HOSPITAL","Voluntary non-profit - Other","Critical Access Hospitals",IN,"TELL CITY",47586,4,PERRY,"8885 SR 237
TELL CITY, IN
(37.967556, -86.728679)",TRUE,"Above the national average"
"BINGHAM MEMORIAL HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",ID,BLACKFOOT,83221,4,BINGHAM,"98 POPLAR STREET
BLACKFOOT, ID
(43.192952, -112.347442)",TRUE,"Same as the national average"
"LAFAYETTE GENERAL SURGICAL HOSPITAL",Proprietary,"Acute Care Hospitals",LA,LAFAYETTE,70503,"Not Available",LAFAYETTE,"1000 W PINHOOK RD SUITE 100
LAFAYETTE, LA
(30.204253, -92.013468)",FALSE,"Not Available"
"PARKVIEW WHITLEY HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",IN,"COLUMBIA CITY",46725,4,WHITLEY,"1260 E SR 205
COLUMBIA CITY, IN
(41.160261, -85.466571)",TRUE,"Above the national average"
"CYPRESS POINTE SURGICAL HOSPITAL",Physician,"Acute Care Hospitals",LA,HAMMOND,70403,"Not Available",TANGIPAHOA,"42570 SOUTH AIRPORT RD
HAMMOND, LA
(30.477042, -90.414264)",FALSE,"Above the national average"
"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC","Voluntary non-profit - Private","Critical Access Hospitals",KY,SALEM,42078,"Not Available",LIVINGSTON,"131 HOSPITAL DRIVE
SALEM, KY
(37.263323, -88.228753)",TRUE,"Not Available"
"DALLAS COUNTY HOSPITAL","Voluntary non-profit - Other","Critical Access Hospitals",IA,PERRY,50220,"Not Available",DALLAS,"610 TENTH STREET
PERRY, IA
(41.833959, -94.094469)",TRUE,"Not Available"
"MONROE COUNTY HOSPITAL","Voluntary non-profit - Other","Critical Access Hospitals",IA,ALBIA,52531,"Not Available",MONROE,"6580 165TH STREET
ALBIA, IA
(41.044838, -92.796475)",TRUE,"Not Available"
"ST VINCENT HEART CENTER OF INDIANA LLC",Proprietary,"Acute Care Hospitals",IN,INDIANAPOLIS,46290,4,HAMILTON,"10580 N MERIDIAN ST
INDIANAPOLIS, IN
(39.938337, -86.158731)",TRUE,"Above the national average"
"CONTINUECARE HOSPITAL AT BAPTIST HEALTH PADUCAH","Voluntary non-profit - Private","Acute Care Hospitals",KY,PADUCAH,42003,"Not Available",MCCRACKEN,"2501 KENTUCKY AVENUE, 5TH FLOOR
PADUCAH, KY
(37.073255, -88.628215)",FALSE,"Not Available"
"ST ANTHONY REGIONAL HOSPITAL & NURSING HOME","Voluntary non-profit - Church","Acute Care Hospitals",IA,CARROLL,51401,4,CARROLL,"311 SOUTH CLARK STREET
CARROLL, IA
(42.056982, -94.867981)",TRUE,"Above the national average"
"GRISELL MEMORIAL HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",KS,RANSOM,67572,"Not Available",NESS,"210 SOUTH VERMONT AVENUE
RANSOM, KS
(38.63671, -99.931546)",TRUE,"Not Available"
"EASTSIDE MEDICAL CENTER",Proprietary,"Acute Care Hospitals",GA,SNELLVILLE,30078,3,GWINNETT,"1700 MEDICAL WAY
SNELLVILLE, GA
(33.877107, -84.019572)",TRUE,"Below the national average"
"MERCY MEDICAL CENTER-DUBUQUE","Voluntary non-profit - Church","Acute Care Hospitals",IA,DUBUQUE,52001,4,DUBUQUE,"250 MERCY DRIVE
DUBUQUE, IA
(42.493145, -90.67435)",TRUE,"Above the national average"
"UNION GENERAL HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",LA,FARMERVILLE,71241,3,UNION,"901 JAMES AVE
FARMERVILLE, LA
(32.786422, -92.393092)",TRUE,"Not Available"
"BARBOURVILLE ARH HOSPITAL","Government - Local","Critical Access Hospitals",KY,BARBOURVILLE,40906,1,KNOX,"80 HOSPITAL DRIVE
BARBOURVILLE, KY
(36.85231, -83.87152)",TRUE,"Not Available"
"BURGESS HEALTH CENTER","Voluntary non-profit - Private","Critical Access Hospitals",IA,ONAWA,51040,3,MONONA,"1600 DIAMOND STREET
ONAWA, IA
(42.025739, -96.105586)",TRUE,"Above the national average"
"ORANGE CITY AREA HEALTH SYSTEM","Voluntary non-profit - Other","Critical Access Hospitals",IA,"ORANGE CITY",51041,4,SIOUX,"1000 LINCOLN CIRCLE SE
ORANGE CITY, IA
(42.994878, -96.045734)",TRUE,"Above the national average"
"MYRTUE MEDICAL CENTER","Voluntary non-profit - Other","Critical Access Hospitals",IA,HARLAN,51537,3,SHELBY,"1213 GARFIELD AVENUE
HARLAN, IA
(41.647473, -95.326202)",TRUE,"Same as the national average"
"OTTAWA COUNTY HEALTH CENTER","Voluntary non-profit - Other","Critical Access Hospitals",KS,MINNEAPOLIS,67467,"Not Available",OTTAWA,"215 E 8TH STREET
MINNEAPOLIS, KS
(39.128797, -97.704255)",TRUE,"Not Available"
"ST FRANCIS MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",LA,MONROE,71201,4,OUACHITA,"309 JACKSON STREET
MONROE, LA
(32.499732, -92.11479)",TRUE,"Same as the national average"
"ST VINCENT CLAY HOSPITAL INC","Voluntary non-profit - Private","Critical Access Hospitals",IN,BRAZIL,47834,3,CLAY,"1206 E NATIONAL AVE
BRAZIL, IN
(39.526935, -87.111318)",TRUE,"Not Available"
"CLARINDA REGIONAL HEALTH CENTER","Government - Local","Critical Access Hospitals",IA,CLARINDA,51632,3,PAGE,"220 ESSIE DAVISON DRIVE
CLARINDA, IA
(40.723116, -95.041406)",TRUE,"Not Available"
"OMEGA HOSPITAL, LLC",Proprietary,"Acute Care Hospitals",LA,METAIRIE,70002,"Not Available",JEFFERSON,"2525 SEVERN AVENUE
METAIRIE, LA
(29.999162, -90.159583)",FALSE,"Not Available"
"HOSPITAL DISTRICT #1 OF RICE COUNTY","Government - Hospital District or Authority","Critical Access Hospitals",KS,LYONS,67554,"Not Available",RICE,"619 SOUTH CLARK AVENUE
LYONS, KS
(38.34167, -98.216146)",TRUE,"Not Available"
"KOSSUTH REGIONAL HEALTH CENTER","Government - Local","Critical Access Hospitals",IA,ALGONA,50511,3,KOSSUTH,"1515 SOUTH PHILLIPS STREET
ALGONA, IA
(43.056809, -94.227124)",TRUE,"Not Available"
"ST ANTHONYS MEMORIAL HOSPITAL","Voluntary non-profit - Church","Acute Care Hospitals",IL,EFFINGHAM,62401,4,EFFINGHAM,"503 N MAPLE STREET
EFFINGHAM, IL
(39.124496, -88.549274)",TRUE,"Above the national average"
"CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",IL,WOODSTOCK,60098,4,MCHENRY,"3701 DOTY ROAD
WOODSTOCK, IL
(42.275688, -88.398938)",TRUE,"Same as the national average"
"FRANCISCAN HEALTH CROWN POINT","Voluntary non-profit - Church","Acute Care Hospitals",IN,"CROWN POINT",46307,3,LAKE,"1201 S MAIN ST
CROWN POINT, IN
(41.396497, -87.364436)",TRUE,"Same as the national average"
"DESOTO REGIONAL HEALTH SYSTEM","Voluntary non-profit - Private","Acute Care Hospitals",LA,MANSFIELD,71052,3,"DE SOTO","207 JEFFERSON STREET
MANSFIELD, LA
(32.035258, -93.709136)",TRUE,"Above the national average"
"VISTA MEDICAL CENTER WEST","Voluntary non-profit - Church","Acute Care Hospitals",IL,WAUKEGAN,60085,"Not Available",LAKE,"2615 WASHINGTON ST
WAUKEGAN, IL
(42.359402, -87.866605)",TRUE,"Not Available"
"ST VINCENT EVANSVILLE","Voluntary non-profit - Private","Acute Care Hospitals",IN,EVANSVILLE,47750,3,VANDERBURGH,"3700 WASHINGTON AVE
EVANSVILLE, IN
(37.962408, -87.50554)",TRUE,"Same as the national average"
"WESTLAKE COMMUNITY HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",IL,"MELROSE PARK",60160,3,COOK,"1225 LAKE ST
MELROSE PARK, IL
(41.891794, -87.848963)",TRUE,"Below the national average"
"THE MEDICAL CENTER AT SCOTTSVILLE","Voluntary non-profit - Private","Critical Access Hospitals",KY,SCOTTSVILLE,42164,3,ALLEN,"456 BURNLEY ROAD
SCOTTSVILLE, KY
(36.759765, -86.216212)",TRUE,"Not Available"
"THE JAMES B HAGGIN MEMORIAL HOSPITAL","Voluntary non-profit - Other","Critical Access Hospitals",KY,HARRODSBURG,40330,"Not Available",MERCER,"464 LINDEN AVENUE
HARRODSBURG, KY
(37.756448, -84.848212)",TRUE,"Above the national average"
"DOCTORS HOSPITAL AT DEER CREEK L L C",Proprietary,"Acute Care Hospitals",LA,LEESVILLE,71446,"Not Available",VERNON,"815 SOUTH 10TH STREET
LEESVILLE, LA
(31.136079, -93.269509)",FALSE,"Above the national average"
"ST VINCENT JENNINGS HOSPITAL INC","Voluntary non-profit - Church","Critical Access Hospitals",IN,"NORTH VERNON",47265,3,JENNINGS,"301 HENRY ST
NORTH VERNON, IN
(39.011333, -85.641025)",TRUE,"Not Available"
"SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA","Voluntary non-profit - Church","Acute Care Hospitals",IL,CENTRALIA,62801,4,MARION,"400 NORTH PLEASANT AVENUE
CENTRALIA, IL
(38.530809, -89.115999)",TRUE,"Above the national average"
"MOUNT AUBURN HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",MA,CAMBRIDGE,2138,3,MIDDLESEX,"330 MOUNT AUBURN STREET
CAMBRIDGE, MA
(42.374924, -71.134209)",TRUE,"Above the national average"
"KAHUKU MEDICAL CENTER","Voluntary non-profit - Other","Critical Access Hospitals",HI,KAHUKU,96731,"Not Available",HONOLULU,"56-117 PUALALEA STREET
KAHUKU, HI
(21.677055, -157.952257)",TRUE,"Not Available"
"TRIGG COUNTY HOSPITAL","Government - Local","Critical Access Hospitals",KY,CADIZ,42211,"Not Available",TRIGG,"254 MAIN STREET
CADIZ, KY
(36.867247, -87.821288)",TRUE,"Not Available"
"FRANCISCAN HEALTH INDIANAPOLIS","Voluntary non-profit - Church","Acute Care Hospitals",IN,INDIANAPOLIS,46237,4,MARION,"8111 S EMERSON AVE
INDIANAPOLIS, IN
(39.648365, -86.082674)",TRUE,"Above the national average"
"TURNING POINT HOSPITAL",Proprietary,"Acute Care Hospitals",GA,MOULTRIE,31788,"Not Available",COLQUITT,"3015 VETERANS PARKWAY
MOULTRIE, GA
(31.129247, -83.77355)",FALSE,"Not Available"
"VAN DIEST MEDICAL CENTER","Government - Local","Critical Access Hospitals",IA,"WEBSTER CITY",50595,3,HAMILTON,"2350 HOSPITAL DRIVE
WEBSTER CITY, IA
(42.452963, -93.813485)",TRUE,"Same as the national average"
"ST MARYS HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",IL,DECATUR,62521,2,MACON,"1800 E LAKE SHORE DR
DECATUR, IL
(39.82635, -88.93191)",TRUE,"Same as the national average"
"SAINT ANNE'S HOSPITAL",Proprietary,"Acute Care Hospitals",MA,"FALL RIVER",2721,4,BRISTOL,"795 MIDDLE STREET
FALL RIVER, MA
(41.693321, -71.163642)",TRUE,"Above the national average"
"GREENE COUNTY GENERAL HOSPITAL","Government - Local","Critical Access Hospitals",IN,LINTON,47441,3,GREENE,"1185 N 1000 W
LINTON, IN
(39.040496, -87.129176)",TRUE,"Same as the national average"
"AVERA HOLY FAMILY HOSPITAL","Voluntary non-profit - Church","Critical Access Hospitals",IA,ESTHERVILLE,51334,4,EMMET,"826 NORTH 8TH STREET
ESTHERVILLE, IA
(43.410596, -94.833956)",TRUE,"Above the national average"
"WELLSTAR NORTH FULTON HOSPITAL",Proprietary,"Acute Care Hospitals",GA,ROSWELL,30076,2,FULTON,"3000 HOSPITAL BOULEVARD
ROSWELL, GA
(34.062989, -84.322477)",TRUE,"Below the national average"
"SHRINERS HOSPITAL FOR CHILDREN","Voluntary non-profit - Private",Childrens,IL,CHICAGO,60707,"Not Available",COOK,"2211 NORTH OAK PARK AVE
CHICAGO, IL
(41.916766, -87.79499)",FALSE,"Not Available"
"DECATUR COUNTY MEMORIAL HOSPITAL","Government - Local","Critical Access Hospitals",IN,GREENSBURG,47240,4,DECATUR,"720 N LINCOLN ST
GREENSBURG, IN
(39.344116, -85.479404)",TRUE,"Above the national average"
"ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","Voluntary non-profit - Private","Acute Care Hospitals",IN,"FORT WAYNE",46845,"Not Available",ALLEN,"11130 PARKVIEW CIRCLE DR
FORT WAYNE, IN
(41.188662, -85.103292)",TRUE,"Above the national average"
"VAN BUREN COUNTY HOSPITAL","Government - Local","Critical Access Hospitals",IA,KEOSAUQUA,52565,"Not Available","VAN BUREN","304 FRANKLIN STREET
KEOSAUQUA, IA
(40.735877, -91.959067)",TRUE,"Not Available"
"STEWART MEMORIAL COMMUNITY HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",IA,"LAKE CITY",51449,4,CALHOUN,"1301 WEST MAIN STREET
LAKE CITY, IA
(42.266888, -94.748857)",TRUE,"Not Available"
"ST JOSEPH MEMORIAL HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",IL,MURPHYSBORO,62966,3,JACKSON,"2 SOUTH HOSPITAL DRIVE
MURPHYSBORO, IL
(37.773205, -89.32635)",TRUE,"Not Available"
"SLIDELL MEMORIAL HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",LA,SLIDELL,70458,3,"SAINT TAMMANY","1001 GAUSE BLVD
SLIDELL, LA
(30.284651, -89.770421)",TRUE,"Above the national average"
"ANTHONY MEDICAL CENTER","Government - Hospital District or Authority","Critical Access Hospitals",KS,ANTHONY,67003,"Not Available",HARPER,"1101 EAST SPRING STREET
ANTHONY, KS
(37.154449, -98.01729)",TRUE,"Not Available"
"BAYSTATE WING HOSPITAL AND MEDICAL CENTERS","Voluntary non-profit - Other","Acute Care Hospitals",MA,PALMER,1069,4,HAMPDEN,"40 WRIGHT STREET
PALMER, MA
(42.16813, -72.342457)",TRUE,"Same as the national average"
"COMMUNITY HOSPITAL EAST","Voluntary non-profit - Private","Acute Care Hospitals",IN,INDIANAPOLIS,46219,4,MARION,"1500 N RITTER AVE
INDIANAPOLIS, IN
(39.786457, -86.073788)",TRUE,"Above the national average"
"UNIVERSITY OF KENTUCKY HOSPITAL","Government - State","Acute Care Hospitals",KY,LEXINGTON,40536,3,FAYETTE,"800 ROSE STREET
LEXINGTON, KY
(38.03296, -84.5067)",TRUE,"Above the national average"
"BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH","Voluntary non-profit - Private","Acute Care Hospitals",MA,PLYMOUTH,2360,3,PLYMOUTH,"275 SANDWICH STREET
PLYMOUTH, MA
(41.944246, -70.64472)",TRUE,"Same as the national average"
"CASCADE MEDICAL CENTER","Government - Hospital District or Authority","Critical Access Hospitals",ID,CASCADE,83611,"Not Available",VALLEY,"402 LAKE CASCADE PARKWAY
CASCADE, ID
(44.517921, -116.048938)",TRUE,"Not Available"
"LUCAS COUNTY HEALTH CENTER","Voluntary non-profit - Other","Critical Access Hospitals",IA,CHARITON,50049,3,LUCAS,"1200 NORTH 7TH STREET
CHARITON, IA
(41.027693, -93.303421)",TRUE,"Not Available"
"KAUAI VETERANS MEMORIAL HOSPITAL","Government - State","Critical Access Hospitals",HI,WAIMEA,96796,3,KAUAI,"4643 WAIMEA CANYON DRIVE
WAIMEA, HI
(21.960079, -159.670055)",TRUE,"Same as the national average"
"ST VINCENT RANDOLPH HOSPITAL INC","Voluntary non-profit - Private","Critical Access Hospitals",IN,WINCHESTER,47394,4,RANDOLPH,"473 E GREENVILLE AVE
WINCHESTER, IN
(40.167877, -84.970394)",TRUE,"Above the national average"
"ST FRANCIS HOSPITAL","Voluntary non-profit - Church","Critical Access Hospitals",IL,LITCHFIELD,62056,3,MONTGOMERY,"1215 FRANCISCAN DR
LITCHFIELD, IL
(39.18081, -89.639636)",TRUE,"Above the national average"
"NORTHWEST HOSPITAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",MD,RANDALLSTOWN,21133,"Not Available",BALTIMORE,"5401 OLD COURT ROAD
RANDALLSTOWN, MD
(39.359208, -76.782944)",TRUE,"Not Available"
"ILLINI COMMUNITY HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",IL,PITTSFIELD,62363,3,PIKE,"640 W WASHINGTON
PITTSFIELD, IL
(39.606793, -90.815055)",TRUE,"Not Available"
"WINNESHIEK MEDICAL CENTER","Government - Local","Critical Access Hospitals",IA,DECORAH,52101,4,WINNESHIEK,"901 MONTGOMERY STREET
DECORAH, IA
(43.294634, -91.771187)",TRUE,"Above the national average"
"OSWEGO COMMUNITY HOSPITAL",Proprietary,"Critical Access Hospitals",KS,OSWEGO,67356,"Not Available",LABETTE,"800 BARKER DRIVE
OSWEGO, KS
(37.159673, -95.11077)",TRUE,"Not Available"
"TECHE REGIONAL MEDICAL CENTER",Proprietary,"Acute Care Hospitals",LA,"MORGAN CITY",70380,3,"SAINT MARY","1125 MARGUERITE STREET
MORGAN CITY, LA
(29.708471, -91.200157)",TRUE,"Same as the national average"
"MORRIS COUNTY HOSPITAL","Government - Local","Critical Access Hospitals",KS,"COUNCIL GROVE",66846,"Not Available",MORRIS,"600 N WASHINGTON ST
COUNCIL GROVE, KS
(38.665115, -96.500129)",TRUE,"Not Available"
"FLAGET MEMORIAL HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",KY,BARDSTOWN,40004,4,NELSON,"4305 NEW SHEPHERDSVILLE ROAD
BARDSTOWN, KY
(37.863995, -85.52376)",TRUE,"Same as the national average"
"CHESTATEE REGIONAL HOSPITAL",Proprietary,"Acute Care Hospitals",GA,DAHLONEGA,30533,3,LUMPKIN,"227 MOUNTAIN DRIVE
DAHLONEGA, GA
(34.523492, -83.976073)",TRUE,"Same as the national average"
"MINNEOLA DISTRICT HOSPITAL NBR 2","Government - Hospital District or Authority","Critical Access Hospitals",KS,MINNEOLA,67865,"Not Available",CLARK,"212 MAIN
MINNEOLA, KS
(37.485789, -99.897347)",TRUE,"Not Available"
"METHODIST MEDICAL CENTER OF ILLINOIS","Voluntary non-profit - Private","Acute Care Hospitals",IL,PEORIA,61636,4,PEORIA,"221 N E GLEN OAK AVE
PEORIA, IL
(40.700312, -89.594358)",TRUE,"Above the national average"
"CLINCH MEMORIAL HOSPITAL","Government - Local","Critical Access Hospitals",GA,HOMERVILLE,31634,"Not Available",CLINCH,"1050 VALDOSTA HIGHWAY
HOMERVILLE, GA
(31.032651, -82.763858)",TRUE,"Not Available"
"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C","Voluntary non-profit - Private","Acute Care Hospitals",LA,SLIDELL,70461,3,"SAINT TAMMANY","100 MEDICAL CENTER DRIVE
SLIDELL, LA
(30.286243, -89.743132)",TRUE,"Below the national average"
"SCOTT MEMORIAL HOSPITAL",Proprietary,"Critical Access Hospitals",IN,SCOTTSBURG,47170,3,SCOTT,"1451 N GARDNER ST
SCOTTSBURG, IN
(38.705525, -85.7852)",TRUE,"Same as the national average"
"HIGGINS GENERAL HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",GA,BREMEN,30110,3,HARALSON,"200 ALLEN MEMORIAL DRIVE
BREMEN, GA
(33.716343, -85.144623)",TRUE,"Not Available"
"THREE RIVERS MEDICAL CENTER",Proprietary,"Acute Care Hospitals",KY,LOUISA,41230,3,LAWRENCE,"2485 HIGHWAY 644
LOUISA, KY
(38.0933, -82.60474)",TRUE,"Above the national average"
"WOMAN'S HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",LA,"BATON ROUGE",70817,3,"EAST BATON ROUGE","100 WOMAN'S WAY
BATON ROUGE, LA
(30.40886, -91.03102)",TRUE,"Above the national average"
"WASHINGTON COUNTY HOSPITAL","Government - Local","Critical Access Hospitals",KS,WASHINGTON,66968,"Not Available",WASHINGTON,"304 E 3RD STREET
WASHINGTON, KS
(39.817478, -97.045572)",TRUE,"Not Available"
"WEST CALCASIEU CAMERON HOSPITAL","Government - Hospital District or Authority","Acute Care Hospitals",LA,SULPHUR,70663,4,CALCASIEU,"701 EAST CYPRESS STREET
SULPHUR, LA
(30.231074, -93.36929)",TRUE,"Above the national average"
"MORRIS HOSPITAL & HEALTHCARE CENTERS","Voluntary non-profit - Private","Acute Care Hospitals",IL,MORRIS,60450,4,GRUNDY,"150 W HIGH ST
MORRIS, IL
(41.368907, -88.426016)",TRUE,"Above the national average"
"CARNEY HOSPITAL",Proprietary,"Acute Care Hospitals",MA,BOSTON,2124,3,SUFFOLK,"2100 DORCHESTER AVENUE
BOSTON, MA
(42.277963, -71.066483)",TRUE,"Below the national average"
"CRAWFORD MEMORIAL HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",IL,ROBINSON,62454,4,CRAWFORD,"1000 NORTH ALLEN STREET
ROBINSON, IL
(39.013161, -87.749248)",TRUE,"Above the national average"
"WILLIS KNIGHTON MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",LA,SHREVEPORT,71103,4,CADDO,"2600 GREENWOOD ROAD
SHREVEPORT, LA
(32.483923, -93.778748)",TRUE,"Below the national average"
"MASSAC MEMORIAL HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",IL,METROPOLIS,62960,4,MASSAC,"28 CHICK STREET, PO BOX 850
METROPOLIS, IL
(37.166836, -88.739578)",TRUE,"Above the national average"
"UNIVERSITY HOSPITAL & CLINICS","Voluntary non-profit - Private","Acute Care Hospitals",LA,LAFAYETTE,70506,3,LAFAYETTE,"2390 WEST CONGRESS
LAFAYETTE, LA
(30.215792, -92.045675)",TRUE,"Above the national average"
"EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",KY,DANVILLE,40422,2,BOYLE,"217 SOUTH THIRD STREET
DANVILLE, KY
(37.643818, -84.772638)",TRUE,"Same as the national average"
